Code,Description,last_updated
R59.1,Generalized enlarged lymph nodes,09-06-2025
R59.9,"Enlarged lymph nodes, unspecified",09-06-2025
R60.0,Localized oedema,09-06-2025
R60.1,Generalized oedema,09-06-2025
R60.9,"Oedema, unspecified",09-06-2025
R61.0,Localized hyperhidrosis,09-06-2025
R61.1,Generalized hyperhidrosis,09-06-2025
R61.9,"Hyperhidrosis, unspecified",09-06-2025
R62.0,Delayed milestone,09-06-2025
R62.8,Other lack of expected normal physiological development,09-06-2025
R62.9,"Lack of expected normal physiological development, unspecified",09-06-2025
R63.0,Anorexia,09-06-2025
R63.1,Polydipsia,09-06-2025
R63.2,Polyphagia,09-06-2025
R63.3,Feeding difficulties and mismanagement,09-06-2025
R63.4,Abnormal weight loss,09-06-2025
R63.5,Abnormal weight gain,09-06-2025
R63.6,Insufficient intake of food and water,09-06-2025
R63.8,Other symptoms and signs concerning food and fluid intake,09-06-2025
R65.0,Systemic Inflammatory Response Syndrome of infectious origin without organ failure,09-06-2025
R65.1,Systemic Inflammatory Response Syndrome of infectious origin with organ failure,09-06-2025
R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,09-06-2025
R65.3,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure,09-06-2025
R65.9,"Systemic Inflammatory Response Syndrome, unspecified",09-06-2025
R68.0,"Hypothermia, not associated with low environmental temperature",09-06-2025
R68.1,Nonspecific symptoms peculiar to infancy,09-06-2025
R68.2,"Dry mouth, unspecified",09-06-2025
R68.3,Clubbing of fingers,09-06-2025
R68.8,Other specified general symptoms and signs,09-06-2025
R70.0,Elevated erythrocyte sedimentation rate,09-06-2025
R70.1,Abnormal plasma viscosity,09-06-2025
R73.0,Abnormal glucose tolerance test,09-06-2025
R73.9,"Hyperglycaemia, unspecified",09-06-2025
R74.0,Elevation of levels of transaminase and lactic acid dehydrogenase [LDH],09-06-2025
R74.8,Abnormal levels of other serum enzymes,09-06-2025
R74.9,Abnormal level of unspecified serum enzyme,09-06-2025
R76.0,Raised antibody titre,09-06-2025
R76.1,Abnormal reaction to tuberculin test,09-06-2025
R76.2,False-positive serological test for syphilis,09-06-2025
R76.8,Other specified abnormal immunological findings in serum,09-06-2025
R76.9,"Abnormal immunological finding in serum, unspecified",09-06-2025
R77.0,Abnormality of albumin,09-06-2025
R77.1,Abnormality of globulin,09-06-2025
R77.2,Abnormality of alphafetoprotein,09-06-2025
R77.8,Other specified abnormalities of plasma proteins,09-06-2025
R77.9,"Abnormality of plasma protein, unspecified",09-06-2025
R78.0,Finding of alcohol in blood,09-06-2025
R78.1,Finding of opiate drug in blood,09-06-2025
R78.2,Finding of cocaine in blood,09-06-2025
R78.3,Finding of hallucinogen in blood,09-06-2025
R78.4,Finding of other drugs of addictive potential in blood,09-06-2025
R78.5,Finding of psychotropic drug in blood,09-06-2025
R78.6,Finding of steroid agent in blood,09-06-2025
R78.7,Finding of abnormal level of heavy metals in blood,09-06-2025
R78.8,"Finding of other specified substances, not normally found in blood",09-06-2025
R78.9,"Finding of unspecified substance, not normally found in blood",09-06-2025
R79.0,Abnormal level of blood mineral,09-06-2025
R79.8,Other specified abnormal findings of blood chemistry,09-06-2025
R79.9,"Abnormal finding of blood chemistry, unspecified",09-06-2025
R82.0,Chyluria,09-06-2025
R82.1,Myoglobinuria,09-06-2025
R82.2,Biliuria,09-06-2025
R82.3,Haemoglobinuria,09-06-2025
R82.4,Acetonuria,09-06-2025
R82.5,"Elevated urine levels of drugs, medicaments and biological substances",09-06-2025
R82.6,Abnormal urine levels of substances chiefly nonmedicinal as to source,09-06-2025
R82.7,Abnormal findings on microbiological examination of urine,09-06-2025
R82.8,Abnormal findings on cytological and histological examination of urine,09-06-2025
R82.9,Other and unspecified abnormal findings in urine,09-06-2025
R83.0,Abnormal level of enzymes,09-06-2025
R83.1,Abnormal level of hormones,09-06-2025
R83.2,"Abnormal level of other drugs, medicaments and biological substances",09-06-2025
R83.3,Abnormal level of substances chiefly nonmedicinal as to source,09-06-2025
R83.4,Abnormal immunological findings,09-06-2025
R83.5,Abnormal microbiological findings,09-06-2025
R83.6,Abnormal cytological findings,09-06-2025
R83.7,Abnormal histological findings,09-06-2025
R83.8,Other abnormal findings,09-06-2025
R83.9,Unspecified abnormal finding,09-06-2025
R84.0,Abnormal level of enzymes,09-06-2025
R84.1,Abnormal level of hormones,09-06-2025
R84.2,"Abnormal level of other drugs, medicaments and biological substances",09-06-2025
R84.3,Abnormal level of substances chiefly nonmedicinal as to source,09-06-2025
R84.4,Abnormal immunological findings,09-06-2025
R84.5,Abnormal microbiological findings,09-06-2025
R84.6,Abnormal cytological findings,09-06-2025
R84.7,Abnormal histological findings,09-06-2025
R84.8,Other abnormal findings,09-06-2025
R84.9,Unspecified abnormal finding,09-06-2025
R85.0,Abnormal level of enzymes,09-06-2025
R85.1,Abnormal level of hormones,09-06-2025
R85.2,"Abnormal level of other drugs, medicaments and biological substances",09-06-2025
R85.3,Abnormal level of substances chiefly nonmedicinal as to source,09-06-2025
R85.4,Abnormal immunological findings,09-06-2025
R85.5,Abnormal microbiological findings,09-06-2025
R85.6,Abnormal cytological findings,09-06-2025
R85.7,Abnormal histological findings,09-06-2025
R85.8,Other abnormal findings,09-06-2025
R85.9,Unspecified abnormal finding,09-06-2025
R86.0,Abnormal level of enzymes,09-06-2025
R86.1,Abnormal level of hormones,09-06-2025
R86.2,"Abnormal level of other drugs, medicaments and biological substances",09-06-2025
R86.3,Abnormal level of substances chiefly nonmedicinal as to source,09-06-2025
R86.4,Abnormal immunological findings,09-06-2025
R86.5,Abnormal microbiological findings,09-06-2025
R86.6,Abnormal cytological findings,09-06-2025
R86.7,Abnormal histological findings,09-06-2025
R86.8,Other abnormal findings,09-06-2025
R86.9,Unspecified abnormal finding,09-06-2025
R87.0,Abnormal level of enzymes,09-06-2025
R87.1,Abnormal level of hormones,09-06-2025
R87.2,"Abnormal level of other drugs, medicaments and biological substances",09-06-2025
R87.3,Abnormal level of substances chiefly nonmedicinal as to source,09-06-2025
R87.4,Abnormal immunological findings,09-06-2025
R87.5,Abnormal microbiological findings,09-06-2025
R87.6,Abnormal cytological findings,09-06-2025
R87.7,Abnormal histological findings,09-06-2025
R87.8,Other abnormal findings,09-06-2025
R87.9,Unspecified abnormal finding,09-06-2025
R89.0,Abnormal level of enzymes,09-06-2025
R89.1,Abnormal level of hormones,09-06-2025
R89.2,"Abnormal level of other drugs, medicaments and biological substances",09-06-2025
R89.3,Abnormal level of substances chiefly nonmedicinal as to source,09-06-2025
R89.4,Abnormal immunological findings,09-06-2025
R89.5,Abnormal microbiological findings,09-06-2025
R89.6,Abnormal cytological findings,09-06-2025
R89.7,Abnormal histological findings,09-06-2025
R89.8,Other abnormal findings,09-06-2025
R89.9,Unspecified abnormal finding,09-06-2025
R90.0,Intracranial space-occupying lesion,09-06-2025
R90.8,Other abnormal findings on diagnostic imaging of central nervous system,09-06-2025
R93.0,"Abnormal findings on diagnostic imaging of skull and head, not elsewhere classified",09-06-2025
R93.1,Abnormal findings on diagnostic imaging of heart and coronary circulation,09-06-2025
R93.2,Abnormal findings on diagnostic imaging of liver and biliary tract,09-06-2025
R93.3,Abnormal findings on diagnostic imaging of other parts of digestive tract,09-06-2025
R93.4,Abnormal findings on diagnostic imaging of urinary organs,09-06-2025
R93.5,"Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum",09-06-2025
R93.6,Abnormal findings on diagnostic imaging of limbs,09-06-2025
R93.7,Abnormal findings on diagnostic imaging of other parts of musculoskeletal system,09-06-2025
R93.8,Abnormal findings on diagnostic imaging of other specified body structures,09-06-2025
R94.0,Abnormal results of function studies of central nervous system,09-06-2025
R94.1,Abnormal results of function studies of peripheral nervous system and special senses,09-06-2025
R94.2,Abnormal results of pulmonary function studies,09-06-2025
R94.3,Abnormal results of cardiovascular function studies,09-06-2025
R94.4,Abnormal results of kidney function studies,09-06-2025
R94.5,Abnormal results of liver function studies,09-06-2025
R94.6,Abnormal results of thyroid function studies,09-06-2025
R94.7,Abnormal results of other endocrine function studies,09-06-2025
R94.8,Abnormal results of function studies of other organs and systems,09-06-2025
R95.0,Sudden infant death syndrome with mention of autopsy,09-06-2025
R95.9,Sudden infant death syndrome without mention of autopsy,09-06-2025
R96.0,Instantaneous death,09-06-2025
R96.1,"Death occurring less than 24 hours from onset of symptoms, not otherwise explained",09-06-2025
S00.0,Superficial injury of scalp,09-06-2025
S00.1,Contusion of eyelid and periocular area,09-06-2025
S00.2,Other superficial injuries of eyelid and periocular area,09-06-2025
S00.3,Superficial injury of nose,09-06-2025
S00.4,Superficial injury of ear,09-06-2025
S00.5,Superficial injury of lip and oral cavity,09-06-2025
S00.7,Multiple superficial injuries of head,09-06-2025
S00.8,Superficial injury of other parts of head,09-06-2025
S00.9,"Superficial injury of head, part unspecified",09-06-2025
S01.0,Open wound of scalp,09-06-2025
S01.1,Open wound of eyelid and periocular area,09-06-2025
S01.2,Open wound of nose,09-06-2025
S01.3,Open wound of ear,09-06-2025
S01.4,Open wound of cheek and temporomandibular area,09-06-2025
S01.5,Open wound of lip and oral cavity,09-06-2025
S01.7,Multiple open wounds of head,09-06-2025
S01.8,Open wound of other parts of head,09-06-2025
S01.9,"Open wound of head, part unspecified",09-06-2025
S02.0,Fracture of vault of skull,09-06-2025
S02.1,Fracture of base of skull,09-06-2025
S02.2,Fracture of nasal bones,09-06-2025
S02.3,Fracture of orbital floor,09-06-2025
S02.4,Fracture of malar and maxillary bones,09-06-2025
S02.5,Fracture of tooth,09-06-2025
S02.6,Fracture of mandible,09-06-2025
S02.7,Multiple fractures involving skull and facial bones,09-06-2025
S02.8,Fractures of other skull and facial bones,09-06-2025
S02.9,"Fracture of skull and facial bones, part unspecified",09-06-2025
S03.0,Dislocation of jaw,09-06-2025
S03.1,Dislocation of septal cartilage of nose,09-06-2025
S03.2,Dislocation of tooth,09-06-2025
S03.3,Dislocation of other and unspecified parts of head,09-06-2025
S03.4,Sprain and strain of jaw,09-06-2025
S03.5,Sprain and strain of joints and ligaments of other and unspecified parts of head,09-06-2025
S04.0,Injury of optic nerve and pathways,09-06-2025
S04.1,Injury of oculomotor nerve,09-06-2025
S04.2,Injury of trochlear nerve,09-06-2025
S04.3,Injury of trigeminal nerve,09-06-2025
S04.4,Injury of abducent nerve,09-06-2025
S04.5,Injury of facial nerve,09-06-2025
S04.6,Injury of acoustic nerve,09-06-2025
S04.7,Injury of accessory nerve,09-06-2025
S04.8,Injury of other cranial nerves,09-06-2025
S04.9,Injury of unspecified cranial nerve,09-06-2025
S05.0,Injury of conjunctiva and corneal abrasion without mention of foreign body,09-06-2025
S05.1,Contusion of eyeball and orbital tissues,09-06-2025
S05.2,Ocular laceration and rupture with prolapse or loss of intraocular tissue,09-06-2025
S05.3,Ocular laceration without prolapse or loss of intraocular tissue,09-06-2025
S05.4,Penetrating wound of orbit with or without foreign body,09-06-2025
S05.5,Penetrating wound of eyeball with foreign body,09-06-2025
S05.6,Penetrating wound of eyeball without foreign body,09-06-2025
S05.7,Avulsion of eye,09-06-2025
S05.8,Other injuries of eye and orbit,09-06-2025
S05.9,"Injury of eye and orbit, unspecified",09-06-2025
S06.0,Concussion,09-06-2025
S06.1,Traumatic cerebral oedema,09-06-2025
S06.2,Diffuse brain injury,09-06-2025
S06.3,Focal brain injury,09-06-2025
S06.4,Epidural haemorrhage,09-06-2025
S06.5,Traumatic subdural haemorrhage,09-06-2025
S06.6,Traumatic subarachnoid haemorrhage,09-06-2025
S06.7,Intracranial injury with prolonged coma,09-06-2025
S06.8,Other intracranial injuries,09-06-2025
S06.9,"Intracranial injury, unspecified",09-06-2025
S07.0,Crushing injury of face,09-06-2025
S07.1,Crushing injury of skull,09-06-2025
S07.8,Crushing injury of other parts of head,09-06-2025
S07.9,"Crushing injury of head, part unspecified",09-06-2025
S08.0,Avulsion of scalp,09-06-2025
S08.1,Traumatic amputation of ear,09-06-2025
S08.8,Traumatic amputation of other parts of head,09-06-2025
S08.9,Traumatic amputation of unspecified part of head,09-06-2025
S09.0,"Injury of blood vessels of head, not elsewhere classified",09-06-2025
S09.1,Injury of muscle and tendon of head,09-06-2025
S09.2,Traumatic rupture of ear drum,09-06-2025
S09.7,Multiple injuries of head,09-06-2025
S09.8,Other specified injuries of head,09-06-2025
S09.9,Unspecified injury of head,09-06-2025
S10.0,Contusion of throat,09-06-2025
S10.1,Other and unspecified superficial injuries of throat,09-06-2025
S10.7,Multiple superficial injuries of neck,09-06-2025
S10.8,Superficial injury of other parts of neck,09-06-2025
S10.9,"Superficial injury of neck, part unspecified",09-06-2025
S11.0,Open wound involving larynx and trachea,09-06-2025
S11.1,Open wound involving thyroid gland,09-06-2025
S11.2,Open wound involving pharynx and cervical oesophagus,09-06-2025
S11.7,Multiple open wounds of neck,09-06-2025
S11.8,Open wound of other parts of neck,09-06-2025
S11.9,"Open wound of neck, part unspecified",09-06-2025
S12.0,Fracture of first cervical vertebra,09-06-2025
S12.1,Fracture of second cervical vertebra,09-06-2025
S12.2,Fracture of other specified cervical vertebra,09-06-2025
S12.7,Multiple fractures of cervical spine,09-06-2025
S12.8,Fracture of other parts of neck,09-06-2025
S12.9,"Fracture of neck, part unspecified",09-06-2025
S13.0,Traumatic rupture of cervical intervertebral disc,09-06-2025
S13.1,Dislocation of cervical vertebra,09-06-2025
S13.2,Dislocation of other and unspecified parts of neck,09-06-2025
S13.3,Multiple dislocations of neck,09-06-2025
S13.4,Sprain and strain of cervical spine,09-06-2025
S13.5,Sprain and strain of thyroid region,09-06-2025
S13.6,Sprain and strain of joints and ligaments of other and unspecified parts of neck,09-06-2025
S14.0,Concussion and oedema of cervical spinal cord,09-06-2025
S14.1,Other and unspecified injuries of cervical spinal cord,09-06-2025
S14.2,Injury of nerve root of cervical spine,09-06-2025
S14.3,Injury of brachial plexus,09-06-2025
S14.4,Injury of peripheral nerves of neck,09-06-2025
S14.5,Injury of cervical sympathetic nerves,09-06-2025
S14.6,Injury of other and unspecified nerves of neck,09-06-2025
S15.0,Injury of carotid artery,09-06-2025
S15.1,Injury of vertebral artery,09-06-2025
S15.2,Injury of external jugular vein,09-06-2025
S15.3,Injury of internal jugular vein,09-06-2025
S15.7,Injury of multiple blood vessels at neck level,09-06-2025
S15.8,Injury of other blood vessels at neck level,09-06-2025
S15.9,Injury of unspecified blood vessel at neck level,09-06-2025
S17.0,Crushing injury of larynx and trachea,09-06-2025
S17.8,Crushing injury of other parts of neck,09-06-2025
S17.9,"Crushing injury of neck, part unspecified",09-06-2025
S19.7,Multiple injuries of neck,09-06-2025
S19.8,Other specified injuries of neck,09-06-2025
S19.9,Unspecified injury of neck,09-06-2025
S20.0,Contusion of breast,09-06-2025
S20.1,Other and unspecified superficial injuries of breast,09-06-2025
S20.2,Contusion of thorax,09-06-2025
S20.3,Other superficial injuries of front wall of thorax,09-06-2025
S20.4,Other superficial injuries of back wall of thorax,09-06-2025
S20.7,Multiple superficial injuries of thorax,09-06-2025
S20.8,Superficial injury of other and unspecified parts of thorax,09-06-2025
S21.0,Open wound of breast,09-06-2025
S21.1,Open wound of front wall of thorax,09-06-2025
S21.2,Open wound of back wall of thorax,09-06-2025
S21.7,Multiple open wounds of thoracic wall,09-06-2025
S21.8,Open wound of other parts of thorax,09-06-2025
S21.9,"Open wound of thorax, part unspecified",09-06-2025
S22.0,Fracture of thoracic vertebra,09-06-2025
S22.1,Multiple fractures of thoracic spine,09-06-2025
S22.2,Fracture of sternum,09-06-2025
S22.3,Fracture of rib,09-06-2025
S22.4,Multiple fractures of ribs,09-06-2025
S22.5,Flail chest,09-06-2025
S22.8,Fracture of other parts of bony thorax,09-06-2025
S22.9,"Fracture of bony thorax, part unspecified",09-06-2025
S23.0,Traumatic rupture of thoracic intervertebral disc,09-06-2025
S23.1,Dislocation of thoracic vertebra,09-06-2025
S23.2,Dislocation of other and unspecified parts of thorax,09-06-2025
S23.3,Sprain and strain of thoracic spine,09-06-2025
S23.4,Sprain and strain of ribs and sternum,09-06-2025
S23.5,Sprain and strain of other and unspecified parts of thorax,09-06-2025
S24.0,Concussion and oedema of thoracic spinal cord,09-06-2025
S24.1,Other and unspecified injuries of thoracic spinal cord,09-06-2025
S24.2,Injury of nerve root of thoracic spine,09-06-2025
S24.3,Injury of peripheral nerves of thorax,09-06-2025
S24.4,Injury of thoracic sympathetic nerves,09-06-2025
S24.5,Injury of other nerves of thorax,09-06-2025
S24.6,Injury of unspecified nerve of thorax,09-06-2025
S25.0,Injury of thoracic aorta,09-06-2025
S25.1,Injury of innominate or subclavian artery,09-06-2025
S25.2,Injury of superior vena cava,09-06-2025
S25.3,Injury of innominate or subclavian vein,09-06-2025
S25.4,Injury of pulmonary blood vessels,09-06-2025
S25.5,Injury of intercostal blood vessels,09-06-2025
S25.7,Injury of multiple blood vessels of thorax,09-06-2025
S25.8,Injury of other blood vessels of thorax,09-06-2025
S25.9,Injury of unspecified blood vessel of thorax,09-06-2025
S26.0,Injury of heart with haemopericardium,09-06-2025
S26.8,Other injuries of heart,09-06-2025
S26.9,"Injury of heart, unspecified",09-06-2025
S27.0,Traumatic pneumothorax,09-06-2025
S27.1,Traumatic haemothorax,09-06-2025
S27.2,Traumatic haemopneumothorax,09-06-2025
S27.3,Other injuries of lung,09-06-2025
